172.63,168.49,44.36
162.54,183.03,43.05
164.85,182.45,46.28
166.23,185.57,49.74
110.00,149.26,41.79
117.36,169.45,45.21
111.70,173.11,47.21
104.47,175.03,41.64
102.76,167.23,42.33
101.85,176.67,41.13
118.53,200.00,42.54
126.40,212.10,48.15
